period,stateid,stateDescription,fuelid,fuelDescription,co2-rate-lbs-mwh,co2-thousand-metric-tons,nox-rate-lbs-mwh,nox-short-tons,so2-rate-lbs-mwh,so2-short-tons,co2-rate-lbs-mwh-units,co2-thousand-metric-tons-units,nox-rate-lbs-mwh-units,nox-short-tons-units,so2-rate-lbs-mwh-units,so2-short-tons-units
2013,WI,Wisconsin,NG,Natural Gas,,3819,,2611,,20,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,WI,Wisconsin,COL,Coal,,43237,,31689,,95588,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,WA,Washington,ALL,Total,242,12543,.3,17740,.2,13258,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,WA,Washington,PET,Petroleum,,106,,144,,237,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,WA,Washington,OTH,Other,,115,,6160,,10158,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,WA,Washington,NG,Natural Gas,,5058,,3299,,43,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,WA,Washington,COL,Coal,,7263,,8137,,2820,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,VT,Vermont,ALL,Total,5,15,.2,792,0,71,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,VT,Vermont,PET,Petroleum,,12,,59,,34,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,VT,Vermont,OTH,Other,,0,,732,,37,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,VT,Vermont,NG,Natural Gas,,2,,1,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,VA,Virginia,ALL,Total,992,34686,1,39706,1.8,68077,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,VA,Virginia,PET,Petroleum,,308,,520,,887,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,VA,Virginia,OTH,Other,,851,,13269,,10712,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,VA,Virginia,NG,Natural Gas,,9963,,4284,,40,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,VA,Virginia,COL,Coal,,23564,,21633,,56438,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,KS,Kansas,ALL,Total,1503,33125,1.3,30860,1.2,30027,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,KS,Kansas,PET,Petroleum,,46,,132,,46,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,KS,Kansas,OTH,Other,,0,,994,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,KS,Kansas,NG,Natural Gas,,1540,,3533,,6,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,KS,Kansas,COL,Coal,,31540,,26201,,29975,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,IN,Indiana,ALL,Total,1992,99951,2.2,121309,5,273716,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,IN,Indiana,PET,Petroleum,,1455,,6168,,221,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,IN,Indiana,OTH,Other,,275,,10349,,763,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,IN,Indiana,NG,Natural Gas,,5196,,3210,,36,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,IN,Indiana,COL,Coal,,93025,,101582,,272696,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,IL,Illinois,ALL,Total,1060,97812,.6,63162,2,203951,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,IL,Illinois,PET,Petroleum,,58,,110,,48,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,IL,Illinois,OTH,Other,,37,,5852,,70,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,IL,Illinois,NG,Natural Gas,,3811,,2672,,17,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,IL,Illinois,COL,Coal,,93906,,54528,,203816,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,ID,Idaho,NG,Natural Gas,,1441,,605,,7,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,ID,Idaho,COL,Coal,,500,,1416,,3029,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,ID,Idaho,ALL,Total,281,1942,1,7498,.9,6564,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,ID,Idaho,PET,Petroleum,,0,,1,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,ID,Idaho,OTH,Other,,1,,5476,,3528,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,IA,Iowa,COL,Coal,,37886,,40024,,92466,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,IA,Iowa,ALL,Total,1521,39175,1.6,44605,3.8,106879,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,IA,Iowa,PET,Petroleum,,424,,1560,,14395,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,IA,Iowa,OTH,Other,,0,,1810,,8,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,IA,Iowa,NG,Natural Gas,,864,,1211,,10,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,HI,Hawaii,ALL,Total,1592,7428,4.6,23767,3.9,20062,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,HI,Hawaii,PET,Petroleum,,5723,,21093,,17480,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,HI,Hawaii,OTH,Other,,278,,1358,,373,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,HI,Hawaii,COL,Coal,,1427,,1316,,2209,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,GA,Georgia,ALL,Total,1033,56812,.9,55462,2,123733,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,GA,Georgia,PET,Petroleum,,636,,584,,1173,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,GA,Georgia,OTH,Other,,172,,14288,,31805,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,GA,Georgia,NG,Natural Gas,,15892,,4436,,84,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,GA,Georgia,COL,Coal,,40112,,36154,,90671,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,FL,Florida,ALL,Total,1077,108827,.8,87705,1.1,117798,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,FL,Florida,PET,Petroleum,,2637,,1090,,5124,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,FL,Florida,OTH,Other,,2481,,24078,,22647,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,FL,Florida,NG,Natural Gas,,57322,,26033,,330,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,FL,Florida,COL,Coal,,46386,,36504,,89697,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,DE,Delaware,ALL,Total,1338,4722,.7,2585,.6,2241,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,DE,Delaware,PET,Petroleum,,19,,8,,45,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,DE,Delaware,OTH,Other,,0,,804,,7,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,DE,Delaware,NG,Natural Gas,,3000,,982,,45,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,DE,Delaware,COL,Coal,,1702,,791,,2144,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,KY,Kentucky,ALL,Total,2091,85304,1.9,87201,4.3,190782,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,KY,Kentucky,PET,Petroleum,,1539,,719,,3026,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,KY,Kentucky,OTH,Other,,8,,2207,,2676,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,KY,Kentucky,NG,Natural Gas,,1039,,1699,,7,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,KY,Kentucky,COL,Coal,,82718,,82578,,185073,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,TX,Texas,ALL,Total,1307,257465,1,225107,1.8,383722,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,TX,Texas,PET,Petroleum,,2031,,4321,,8167,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,TX,Texas,OTH,Other,,0,,17439,,10555,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,TX,Texas,NG,Natural Gas,,102049,,97690,,709,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,TX,Texas,COL,Coal,,153384,,105657,,364291,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,TN,Tennessee,ALL,Total,1053,38118,.6,23189,2.2,86204,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,TN,Tennessee,PET,Petroleum,,112,,53,,93,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,TN,Tennessee,OTH,Other,,0,,1628,,7927,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,TN,Tennessee,NG,Natural Gas,,2259,,793,,7,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,TN,Tennessee,COL,Coal,,35747,,20715,,78177,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,SD,South Dakota,ALL,Total,702,3228,2.3,11430,3,15347,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,SD,South Dakota,PET,Petroleum,,9,,36,,14,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,SD,South Dakota,NG,Natural Gas,,223,,184,,1,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,SD,South Dakota,COL,Coal,,2996,,11210,,15332,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,SC,South Carolina,ALL,Total,665,28809,.4,19035,1,47670,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,SC,South Carolina,PET,Petroleum,,119,,125,,179,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,SC,South Carolina,OTH,Other,,165,,4973,,12246,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,SC,South Carolina,NG,Natural Gas,,5222,,1388,,26,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,SC,South Carolina,COL,Coal,,23303,,12549,,35219,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,RI,Rhode Island,ALL,Total,999,2838,.4,1094,.4,1270,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,RI,Rhode Island,PET,Petroleum,,229,,425,,1259,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,RI,Rhode Island,OTH,Other,,0,,49,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,RI,Rhode Island,NG,Natural Gas,,2609,,620,,11,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,PA,Pennsylvania,ALL,Total,1055,108729,1.3,151044,2.4,276851,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,PA,Pennsylvania,PET,Petroleum,,593,,856,,9540,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,PA,Pennsylvania,OTH,Other,,1340,,13926,,4978,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,PA,Pennsylvania,NG,Natural Gas,,20918,,4328,,112,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,PA,Pennsylvania,COL,Coal,,85877,,131935,,262221,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,OR,Oregon,ALL,Total,349,9500,.5,13613,.6,17508,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,OR,Oregon,PET,Petroleum,,5,,6,,10,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,OR,Oregon,OTH,Other,,73,,5747,,3488,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,OR,Oregon,NG,Natural Gas,,5835,,3824,,51,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,OR,Oregon,COL,Coal,,3587,,4036,,13959,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,OK,Oklahoma,ALL,Total,1382,46268,1.5,56758,2.2,80417,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
