period,stateid,stateDescription,fuelid,fuelDescription,co2-rate-lbs-mwh,co2-thousand-metric-tons,nox-rate-lbs-mwh,nox-short-tons,so2-rate-lbs-mwh,so2-short-tons,co2-rate-lbs-mwh-units,co2-thousand-metric-tons-units,nox-rate-lbs-mwh-units,nox-short-tons-units,so2-rate-lbs-mwh-units,so2-short-tons-units
2005,ND,North Dakota,COL,Coal,,33080,,77121,,138294,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,NC,North Carolina,ALL,Total,1301,76748,1.8,117608,8.2,531538,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,NC,North Carolina,PET,Petroleum,,872,,1118,,2359,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,NC,North Carolina,OTH,Other,,125,,2222,,12215,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,NC,North Carolina,NG,Natural Gas,,1485,,1055,,7,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,NC,North Carolina,COL,Coal,,74265,,113299,,516957,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,OK,Oklahoma,OTH,Other,,115,,1426,,2935,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,OK,Oklahoma,NG,Natural Gas,,13874,,20965,,72,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,OK,Oklahoma,COL,Coal,,37920,,70265,,112210,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,OH,Ohio,ALL,Total,1870,133417,3.3,262672,14.8,1164746,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,OH,Ohio,PET,Petroleum,,1386,,1607,,5216,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,OH,Ohio,OTH,Other,,9,,1585,,2276,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,OH,Ohio,NG,Natural Gas,,1611,,1270,,7,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,OH,Ohio,COL,Coal,,130411,,258212,,1157246,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,MO,Missouri,NG,Natural Gas,,1747,,1633,,10,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,MO,Missouri,COL,Coal,,79174,,124732,,293134,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,MO,Missouri,ALL,Total,1966,81163,2.8,127203,6.6,301265,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,MO,Missouri,PET,Petroleum,,170,,685,,7266,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,MO,Missouri,OTH,Other,,72,,154,,848,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,MN,Minnesota,ALL,Total,1640,39516,3.6,94529,4.2,111146,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,MN,Minnesota,PET,Petroleum,,806,,2599,,16574,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,MN,Minnesota,OTH,Other,,505,,6293,,4723,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,MN,Minnesota,NG,Natural Gas,,1796,,3064,,6,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,MN,Minnesota,COL,Coal,,36409,,83999,,89899,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,MI,Michigan,ALL,Total,1445,79856,2.2,136048,6.5,397265,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,MI,Michigan,PET,Petroleum,,908,,4470,,28171,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,MI,Michigan,OTH,Other,,548,,12641,,6382,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,MI,Michigan,NG,Natural Gas,,7488,,5745,,31,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,MI,Michigan,COL,Coal,,70913,,114271,,362690,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,ME,Maine,ALL,Total,830,7112,1.4,12823,2.6,24288,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,ME,Maine,PET,Petroleum,,2498,,3353,,12532,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,ME,Maine,OTH,Other,,522,,8935,,9965,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,ME,Maine,NG,Natural Gas,,3478,,457,,15,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,ME,Maine,COL,Coal,,615,,959,,1840,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,MD,Maryland,ALL,Total,1408,33694,2.7,70306,11.6,304427,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,MD,Maryland,PET,Petroleum,,3315,,8876,,17655,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,MD,Maryland,OTH,Other,,587,,5200,,2498,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,MD,Maryland,NG,Natural Gas,,1245,,2489,,4,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,MD,Maryland,COL,Coal,,28547,,54696,,284301,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,MA,Massachusetts,ALL,Total,1253,27063,1.4,33980,3.5,84153,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,MA,Massachusetts,PET,Petroleum,,5853,,7311,,36247,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,MA,Massachusetts,OTH,Other,,1296,,10771,,420,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,MA,Massachusetts,NG,Natural Gas,,8889,,3860,,44,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,MA,Massachusetts,COL,Coal,,11025,,15332,,47569,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,LA,Louisiana,ALL,Total,1370,57660,2.3,105692,3,140779,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,LA,Louisiana,PET,Petroleum,,3873,,3728,,20414,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,LA,Louisiana,OTH,Other,,303,,15558,,30036,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,LA,Louisiana,NG,Natural Gas,,28796,,47525,,191,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,LA,Louisiana,COL,Coal,,24688,,38880,,90139,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,MT,Montana,ALL,Total,1565,19875,3,41663,1.7,24035,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,MT,Montana,PET,Petroleum,,786,,409,,2545,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,MT,Montana,OTH,Other,,0,,1486,,1721,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,MT,Montana,NG,Natural Gas,,102,,127,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,MT,Montana,COL,Coal,,18986,,39641,,19767,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,MS,Mississippi,ALL,Total,1239,25373,2.1,47993,3.9,87377,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,MS,Mississippi,PET,Petroleum,,1265,,5710,,8702,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,MS,Mississippi,OTH,Other,,24,,4120,,12154,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,MS,Mississippi,NG,Natural Gas,,7732,,7541,,155,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,MS,Mississippi,COL,Coal,,16352,,30628,,66365,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,AR,Arkansas,ALL,Total,1232,26775,2,48686,4.5,106763,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,AR,Arkansas,PET,Petroleum,,277,,294,,922,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,AR,Arkansas,OTH,Other,,45,,11014,,40089,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,AR,Arkansas,NG,Natural Gas,,3042,,1955,,26,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,AR,Arkansas,COL,Coal,,23412,,35422,,65726,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,AL,Alabama,ALL,Total,1353,84852,2.1,144620,7.3,502215,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,AL,Alabama,PET,Petroleum,,1390,,687,,1332,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,AL,Alabama,OTH,Other,,32,,7455,,28519,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,AL,Alabama,NG,Natural Gas,,6800,,6134,,37,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,AL,Alabama,COL,Coal,,76630,,130345,,472326,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,AK,Alaska,ALL,Total,1460,4364,5.6,18514,1.4,4448,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,AK,Alaska,PET,Petroleum,,643,,7711,,2208,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,AK,Alaska,OTH,Other,,0,,216,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,AK,Alaska,NG,Natural Gas,,2430,,7751,,13,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,AK,Alaska,COL,Coal,,1291,,2836,,2224,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,DC,District of Columbia,ALL,Total,2297,236,6.6,751,8.1,914,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,DC,District of Columbia,PET,Petroleum,,236,,751,,914,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,CT,Connecticut,ALL,Total,765,11661,.7,11596,.5,8553,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,CT,Connecticut,PET,Petroleum,,2898,,3811,,5480,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,CT,Connecticut,OTH,Other,,1196,,6568,,282,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,CT,Connecticut,NG,Natural Gas,,3553,,902,,17,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,CT,Connecticut,COL,Coal,,4015,,2425,,2816,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,CO,Colorado,ALL,Total,1836,41397,3,73874,2.6,63936,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,CO,Colorado,PET,Petroleum,,20,,119,,15,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,CO,Colorado,OTH,Other,,1,,138,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,CO,Colorado,NG,Natural Gas,,5375,,4198,,30,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,CO,Colorado,COL,Coal,,36001,,69419,,63888,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,CA,California,ALL,Total,604,54999,.9,95062,.3,28250,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,CA,California,PET,Petroleum,,3325,,5555,,23000,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,CA,California,OTH,Other,,663,,24090,,1693,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,CA,California,NG,Natural Gas,,47270,,62827,,256,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,CA,California,COL,Coal,,3741,,3328,,3317,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,AZ,Arizona,ALL,Total,1127,52003,1.6,82709,1,52908,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,AZ,Arizona,PET,Petroleum,,36,,65,,20,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,AZ,Arizona,OTH,Other,,0,,254,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2005,AZ,Arizona,NG,Natural Gas,,11874,,4220,,64,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,AZ,Arizona,COL,Coal,,39803,,80911,,60439,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,FL,Florida,COL,Coal,,63667,,151650,,259650,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,DE,Delaware,ALL,Total,1847,6594,3.6,14322,9.7,38204,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,DE,Delaware,PET,Petroleum,,789,,2356,,2222,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,DE,Delaware,OTH,Other,,0,,1878,,11,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,DE,Delaware,NG,Natural Gas,,814,,791,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,DE,Delaware,COL,Coal,,4991,,9295,,35971,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,KY,Kentucky,ALL,Total,2053,88209,3.5,166686,10.9,516531,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,KY,Kentucky,PET,Petroleum,,4166,,6457,,5727,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,KY,Kentucky,OTH,Other,,21,,1870,,3309,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,KY,Kentucky,NG,Natural Gas,,474,,768,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,KY,Kentucky,COL,Coal,,83548,,157590,,507490,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,KS,Kansas,ALL,Total,1804,38361,4,94189,5.3,123910,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,KS,Kansas,PET,Petroleum,,825,,2360,,9252,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,KS,Kansas,NG,Natural Gas,,600,,2503,,1,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,KS,Kansas,COL,Coal,,36936,,89319,,114657,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,TX,Texas,ALL,Total,1462,259415,1.5,300625,3.2,633166,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,TX,Texas,PET,Petroleum,,2732,,7337,,23545,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,TX,Texas,OTH,Other,,0,,19349,,23438,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,TX,Texas,NG,Natural Gas,,102306,,128525,,615,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,TX,Texas,COL,Coal,,154377,,145417,,585566,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,TN,Tennessee,ALL,Total,1337,59308,2.4,116232,7.2,350440,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,TN,Tennessee,PET,Petroleum,,245,,338,,631,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,TN,Tennessee,OTH,Other,,16,,1668,,8313,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,TN,Tennessee,NG,Natural Gas,,322,,539,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,TN,Tennessee,COL,Coal,,58725,,113687,,341496,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,SD,South Dakota,ALL,Total,1156,3947,4.7,17677,4,15015,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,SD,South Dakota,PET,Petroleum,,24,,104,,20,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,SD,South Dakota,OTH,Other,,0,,299,,619,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,SD,South Dakota,NG,Natural Gas,,88,,71,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,SD,South Dakota,COL,Coal,,3835,,17204,,14375,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,SC,South Carolina,ALL,Total,908,40420,1.5,71339,5,243264,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,SC,South Carolina,PET,Petroleum,,1077,,1315,,5517,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,SC,South Carolina,OTH,Other,,252,,3058,,9565,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,SC,South Carolina,NG,Natural Gas,,1738,,1577,,8,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,SC,South Carolina,COL,Coal,,37353,,65638,,228180,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,RI,Rhode Island,ALL,Total,943,2118,.9,2308,.4,962,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,RI,Rhode Island,PET,Petroleum,,166,,505,,949,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,RI,Rhode Island,OTH,Other,,0,,1402,,1,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,RI,Rhode Island,NG,Natural Gas,,1952,,401,,12,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,PA,Pennsylvania,ALL,Total,1261,123012,1.9,201116,9.5,1023992,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,PA,Pennsylvania,PET,Petroleum,,4154,,9628,,23338,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,PA,Pennsylvania,OTH,Other,,1194,,12867,,3718,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,PA,Pennsylvania,NG,Natural Gas,,4990,,4866,,21,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,PA,Pennsylvania,COL,Coal,,112673,,176878,,996972,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,OR,Oregon,ALL,Total,396,9252,.6,14675,.6,15898,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,OR,Oregon,PET,Petroleum,,71,,118,,281,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,OR,Oregon,OTH,Other,,68,,2865,,2762,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,OR,Oregon,NG,Natural Gas,,5596,,3943,,30,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,OR,Oregon,COL,Coal,,3517,,7926,,12828,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,UT,Utah,ALL,Total,2045,35522,3.8,72895,1.9,37175,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,UT,Utah,PET,Petroleum,,26,,63,,7,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,UT,Utah,OTH,Other,,62,,485,,164,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,UT,Utah,NG,Natural Gas,,528,,1316,,3,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,UT,Utah,COL,Coal,,34906,,71202,,37057,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,US,United States,ALL,Total,1378,2486982,2.3,4566910,5.7,11363499,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,US,United States,PET,Petroleum,,115726,,247924,,697780,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,US,United States,OTH,Other,,14564,,269380,,263009,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,US,United States,NG,Natural Gas,,367112,,458119,,2289,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,US,United States,COL,Coal,,1989580,,3621865,,10402086,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,NY,New York,ALL,Total,926,58101,1.4,93379,3.8,260227,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,NY,New York,PET,Petroleum,,18226,,30813,,83976,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,NY,New York,OTH,Other,,1620,,15296,,1881,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,NY,New York,NG,Natural Gas,,14560,,14284,,88,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,NY,New York,COL,Coal,,23695,,36719,,174467,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,NV,Nevada,ALL,Total,1472,25209,2.5,47810,2.9,54574,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,NV,Nevada,PET,Petroleum,,80,,187,,182,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,NV,Nevada,OTH,Other,,33,,129,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,NV,Nevada,NG,Natural Gas,,7496,,9102,,37,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,NV,Nevada,COL,Coal,,17599,,38393,,54356,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,NM,New Mexico,ALL,Total,2123,31786,4.6,75376,2.3,38507,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,NM,New Mexico,PET,Petroleum,,23,,122,,7,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,NM,New Mexico,NG,Natural Gas,,1900,,3640,,8,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,NM,New Mexico,COL,Coal,,29863,,71614,,38493,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,NJ,New Jersey,ALL,Total,846,21488,1.4,37876,1.9,53840,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,NJ,New Jersey,PET,Petroleum,,1296,,2615,,2217,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,NJ,New Jersey,OTH,Other,,776,,7244,,146,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,NJ,New Jersey,NG,Natural Gas,,8934,,8223,,14,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,NJ,New Jersey,COL,Coal,,10483,,21813,,51500,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,NH,New Hampshire,ALL,Total,760,8246,1.1,12862,4.8,57297,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,NH,New Hampshire,PET,Petroleum,,1844,,3807,,18734,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,NH,New Hampshire,OTH,Other,,113,,2781,,1529,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
